OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Trichomonas.vaginalis,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis,Pseudomonas.protegens
OB_S426_A1000000_D50_R75_Taxator-tk,8722.5,13284.5,4457.5,22.5,16.5,0,16,12,5.5,0.5,21945.5,9,15069,10834.5,1364,9.5,11692,734.5,30.5,169,50,4.5,17.5,0,98.5,97,25502.5,780.5,0,6361.5,2.5,14,34.5,14.5,2501,108042,54,4,8.5,33,496,977.5,1,8591.5,3.5,13238.5,92,13174.5,66.5,79.5,46.5,588.5,2109.5,5450.5,8.5,2475.5,5,5158.5,0,6108.5,9899,10803,1152.5,9461,26,20591,8.5,33.5,18,160,15.5,1379.5,172,396,7.5,7982.5,41,2,134,2497.5,14.5,37.5,69,0,2276,23277.5,3160.5,14172.5,15,3295.5,64,35.5,32.5,0,8.5,27036,1178.5,3.5,7298,1217,2555.5,25.5,5,39.5,1912,112.5,961.5,6,1178.5,28211,8970,2322,52.5,70.5,91,838.5,0,4442,11,3948,0
OB_S426_A1000000_D50_Rall,8586,14991,11811,3862,4259,7722,1095,510,642,778,20023,776,13709,27438,7708,1044,22613,7831,1401,3957,3842,1070,758,12710,3868,3915,38678,4346,781,4901,736,3859,1040,786,5970,73478,3844,517,708,892,1665,5018,1035,16659,634,26414,3859,10893,3908,7801,3861,4600,4614,10563,978,8695,1088,12349,370,11649,19333,16452,4484,18500,794,27747,601,1084,4151,7808,739,15657,4927,4770,713,24443,4893,996,3995,5687,922,1750,4346,18531,5070,14358,6462,19437,570,13752,3846,3919,4147,3907,799,45395,7713,555,6741,5819,12029,5975,538,4046,8313,4147,4961,1034,4190,59321,19768,5243,4151,1052,3930,21802,100000,9899,784,24992,0
OB_S426_A10000000_D1_R1000_Centrifuge,45837.5,12849.5,10731.5,2551.5,5156.5,0,3611.5,1128,3296,3205.5,4752240,12854.5,2917,33779.5,5875,2147,39233,1518,2542,11749,3155,3344.5,2181.5,0,2110.5,7079,57014,6827,0,54420.5,3255,0,16511,1167,6146,690295,12892,3410.5,3562,1851,5361.5,11224.5,3428.5,38436,3134.5,33064,1127,50592,2155.5,12647,3203,7417,4360,20422.5,3120.5,12513,3559.5,15736,0,15085.5,22414,16229.5,8571,33468,2300.5,43293,1210,5951,3546,4829,6660.5,120786,8746,7861.5,2781.5,53159,5504,3159,2797.5,8174,1587.5,4447.5,6475,38000.5,1670.5,55829.5,40395.5,50394,0,28795.5,975.5,2198,2510.5,0,148.5,52453.5,6732.5,2360,47087.5,14603.5,13617,29927,0,2769.5,11103,3094,6981.5,3343,6260,163922,98368,9544,2545,1302,1930,44643.5,0,16321,3046,152853,0
OB_S426_A10000000_D1_R1000_Kraken,85903,13019,17372,5061,10281,0,7161,2255,6590,6411,7255105,25597,5232,66782,9683,4293,23910,1568,5084,23499,6291,6689,4352,0,4221,14157,60131,9986,0,103013,6509,0,32625,2334,9657,336878,25784,6814,7058,4116,10677,19976,6820,61732,6152,65864,2227,61954,4310,12829,6320,10152,8564,16233,6201,19038,7064,26675,0,7114,30498,15731,14230,41357,4583,38107,2420,11904,7092,4893,13322,198532,0,11198,5478,27213,10910,6319,5594,14952,3175,8750,12846,14751,3076,79430,80674,93767,0,46334,1924,4395,5022,0,297,17394,8643,4614,92783,8384,10189,19525,0,5519,19647,5803,12563,6534,11523,150100,47646,16749,5054,2464,3854,9188,0,32537,6037,16488,0
OB_S426_A10000000_D1_R1000_MetaPhlan2,22593,7830,55458,45324,0,0,92077,0,0,104902,0,140718,2400,90214,62394,33167,48645,3024,12,0,68659,77958,38955,0,35451,0,39507,50684,0,59486,0,0,120989,11655,26562,88734,139780,0,0,0,42907,0,0,77807,63937,83270,0,48728,0,75073,63556,309139,0,20892,55347,68186,84627,66883,130755,14545,61077,20548,72718,0,37597,13963,0,0,0,16125,0,144236,118639,133019,250326,56147,18116,0,60427,49131,23762,0,54188,41637,5877,43471,26416,74128,0,5232,8300,38450,48815,0,0,28456,36529,27170,0,63618,79400,0,0,61534,0,948156,75019,65353,47838,61591,89159,50641,52715,0,30646,108482,0,0,33884,128195,0
OB_S426_A10000000_D1_R1000_PathoScope2,88005,13057,17385,4771.5,10281,5836,7119,2255,6508,6409,7130842,25463,5225,66816,12802,4175.5,40729.5,1391,5054,23499,6239,6738,4351,26165,4221,13985,60316,9886,0,103735,6503,4375,32633,2331,9670,650659.5,25762,6773,6918,3702,10685,20014,6678,62795.5,5588,65865.5,2225,73938.5,4297,12838,6390,10286,8543.5,17496.5,5974,18794,6657,27113,295,15392.5,30732,15979.5,14176.5,41837.5,4579,37975.5,2422,11904,7044,4876,13284,198080,9534,2568,9990,63691,10913,6319,5558,14940,3101,8909,12919,34791,3005,80156,80427,93860.5,2202,46155,1920,4423,4967,0,297,64810,8443,4452,92700,16223,32020.5,6711.5,5935.5,5237,22125.5,4211.5,12267,4564,10901,155201.5,104852.5,16609.5,4980,2391,3843,44804,0,32498,6033,285990,0
OB_S426_A10000000_D1_R1000_Taxator-tk,69321.5,12148,16257,154,397,0,396,107,352,109,1618787,1034,5113,61272,6770,119,39436,190,335,1884,410,321,470,0,325,632,58802,6040,0,97878,135,61,1842,191,8473,634664,1152,450,321,499,8722,13891,190,59599,171,65568,135,70336,287,751,396,5145,7893,16138,258,16637,191,24107,0,14548,27589,14832,11880.5,39738,449,36823,84,783,209,373,408,62908,2725,6458,220,55555,446,167,770,13857,198,1248,1319,0,2580,75459,46230,82424,176,12840,123,212,248,0,19,62513,4156,169,84762,12333,12214,1015,350,172,16302,333,10319,115,9235,146053,102387,15175,214,256,338,19924.5,0,24561,309,128578,0
OB_S426_A10000000_D1_R150_Centrifuge,48138,13707,12049.5,2482,5161.5,0,3577,1115,3264,3180.5,4122876,12931,3236,33547,6415,2169,40919.5,1457,2544,11705,3151,3329.5,2142.5,0,2111,7146.5,58510.5,7191.5,0,57039.5,3276.5,0,16572.5,1112.5,7221.5,653522,12841.5,3468.5,3539,2029.5,5350,11992,3358.5,43594,3238,33339.5,1094,63908,2146.5,12649,3182,7742,4587.5,21747.5,3186,15388.5,3548,17130,0,17216.5,23135,17946.5,9001,41056.5,2368.5,41999.5,1206.5,5980.5,3514.5,4983,6761,109386,9082.5,8692,2794.5,56612,5395,3143,2734,9250.5,1616,4510.5,6349,35024.5,1785,72124.5,40253.5,53789,0,29020.5,974,2247,2487.5,0,139,46547,7191,2319.5,47304,16195.5,14493,29956,0,2775.5,12781,3269,7746.5,3489,6457,139461,100222,10138,2506,1329,1929,33198.5,0,16397,3015.5,147245,0
OB_S426_A10000000_D1_R150_Kraken,86004,13149,17318,4914,10270,0,7134,2226,6523,6353,7181762,25805,4917,66287,9446,4334,19624,1484,5087,23410,6280,6659,4267,0,4222,14290,59883,9963,0,101759,6553,0,32639,2225,9937,274942,25683,6914,7064,4127,10639,20079,6645,61380,6274,65973,2167,52615,4293,12732,6219,9915,8812,14625,6283,19230,6981,26940,0,5190,30177,15611,14079,41526,4716,38034,2412,11961,7029,5019,13522,198341,0,10801,5282,21264,10688,6286,5468,15000,3230,8839,12603,12114,3035,79075,80227,94104,0,46588,1906,4490,4974,0,278,14659,8600,4504,92778,7081,9314,18633,0,5481,19526,5715,12558,6611,11349,149094,33174,16968,4929,2496,3852,5825,0,32632,6012,9411,0
OB_S426_A10000000_D1_R150_MetaPhlan2,22784,7673,51106,43079,0,0,76061,0,0,85422,4286174,122207,2967,71083,53272,29364,39999,4043,1550,0,59842,66076,32641,0,30652,0,33872,41593,0,69597,0,0,111370,11823,21492,76875,117685,0,0,0,39524,0,0,69861,59678,76107,0,51113,0,64957,59348,218147,0,19709,52952,59231,80142,62218,114420,13578,54857,18756,66553,0,38917,14930,0,0,0,15502,0,116448,95228,181214,290236,54042,17555,0,47014,41416,20997,0,41356,34770,5818,38492,28109,66039,0,5684,8115,34933,41807,0,0,25488,32408,28567,0,55413,86335,0,0,59662,0,1020875,64173,99962,45713,55956,75748,44129,50002,0,25871,88763,0,0,31895,106633,0
OB_S426_A10000000_D1_R150_PathoScope2,86670.5,13158,17362,4862,10271,5810,7128.5,2226,6491,6352.5,7077011.5,25740.5,5292,66782,9863,4326,43314.5,1479.5,5086.5,23410,6272.5,6660,4266,25587,4222,14284,59901.5,9992,0,101422,6550.5,4344,32610,2225,9869,651653.5,25679,6867.5,7074.5,3846.5,10651,20072,6617.5,61551,6187,65978.5,2167,74317,4292.5,12830.5,6155.5,9899,8793.5,17108,6213.5,19378,6928,27225,547,15447.5,30166.5,15516,14055,42505.5,4715,37906,2412,11964.5,7017,5015.5,13514,198041.5,9483.5,10984,5166,59994,10685,6286,5465.5,15119,3223,8819.5,12606,35198,2975.5,79721,80245.5,94418,2190,46599.5,1905.5,4484.5,4977,0,278,65147,8610,4433,93437.5,17167,17131.5,23090,5898.5,5454,17808.5,5398,12595.5,6446,11299,151583.5,104717.5,16915.5,4888,2467.5,3851,44818,0,32648.5,6007,285352,0
OB_S426_A10000000_D1_R150_Taxator-tk,52129.5,10990.5,13233,61.5,145.5,0,231,63.5,194.5,30.5,728474,547.5,4967.5,54913.5,3797.5,46.5,35031.5,108.5,148,882.5,219,123.5,214.5,0,192,346,55351.5,3638.5,0,91379,55.5,18,990.5,64.5,6271.5,614440,466,214.5,162.5,267,6382.5,9381,56,57001.5,92.5,64689.5,67.5,65404,137.5,315.5,211,2653,6890,12525,108,11435.5,100.5,22228.5,0,10888,25812.5,13230.5,8640,35613.5,273,34286,40.5,313,96,163.5,181.5,21778,1260.5,2511.5,125,42642,165,55,384.5,11344.5,110,666.5,607,0,1628.5,71131,28174.5,70401,80,6885,41.5,97,93,0,3,54127.5,2438.5,90.5,77137,7903,8824.5,290,205.5,108,11547.5,263,6057.5,72,6874,130744,93235,13634,102.5,172.5,155,7635,0,20710.5,170,50428.5,0
OB_S426_A10000000_D1_R300_Centrifuge,46229,12930.5,10831.5,2519,5106,0,3563,1144,3255.5,3244.5,4435257,12817.5,2889,33548.5,5882,2097,39175.5,1458.5,2574,11712.5,3131,3344.5,2127.5,0,2158,7097.5,57140.5,6851,0,54371,3273.5,0,16530.5,1148,6197,681312,12930.5,3401.5,3536.5,1974,5367,11397,3415,38719,3160.5,32945,1082.5,50978,2110,12691.5,3182.5,7374,4410,20707,3143.5,12734.5,3538.5,16112.5,0,15560,22127,16684.5,8662.5,34438,2327.5,42645.5,1224,6151,3561,4822,6725,116442,8808.5,7662,2754,53237,5436,3178.5,2744,8272.5,1654,4430,6403.5,36865.5,1673,57031.5,40765,50626.5,0,28876.5,971,2165.5,2558,0,129.5,50893,6669,2367.5,47045.5,14589,13794.5,29651,0,2833,11348.5,3067.5,7155,3357.5,6121,156538,98968.5,9624,2496,1304,1905,40285.5,0,16339.5,2991,151610,0
OB_S426_A10000000_D1_R300_Kraken,86480,13058,17388,4984,10171,0,7083,2288,6507,6481,7253864,25520,5121,66444,9687,4192,23745,1517,5147,23427,6235,6687,4242,0,4316,14191,59889,10032,0,102737,6548,0,32600,2296,9719,332951,25861,6790,7019,4127,10698,20171,6794,61797,6182,65634,2147,61417,4220,12873,6280,9998,8653,16016,6251,19025,7012,27035,0,6923,30173,15929,14263,41807,4615,38148,2448,12302,7122,4890,13449,198306,0,10795,5402,27003,10759,6357,5489,15101,3306,8697,12685,14657,3027,79897,81376,93952,0,46409,1914,4331,5116,0,259,17420,8529,4606,92653,8188,10156,19278,0,5635,19884,5691,12879,6546,11210,149456,47055,16827,4941,2459,3807,9047,0,32566,5942,16040,0
OB_S426_A10000000_D1_R300_MetaPhlan2,22807,8310,54107,42979,0,0,83107,0,0,93430,4113407,127631,2944,77752,56558,29547,44430,4810,1003,0,63037,70215,35007,0,33323,0,36364,46291,0,67418,0,0,114833,11170,23455,83146,128073,0,0,0,41128,0,0,75024,62527,79744,0,51115,0,70148,61323,194695,0,20032,52694,63677,84656,65869,119230,13944,58658,20279,71238,0,38704,14741,0,0,0,15649,0,127237,104211,168453,276028,56144,17108,0,51401,44615,24479,0,44713,38163,6007,41781,27301,69785,0,5740,8634,36711,47285,0,0,27718,34874,29523,0,58734,84982,0,0,61317,0,1033321,71233,81846,46843,57923,81846,46324,50533,0,27769,98191,0,0,32369,116242,0
OB_S426_A10000000_D1_R300_PathoScope2,87123.5,13075,17420,4945.5,10171,5890,7081.5,2288,6473,6481,7122023,25471.5,5178.5,66555,10133.5,4186,43366,1515,5145.5,23427,6232,6690,4242,26090,4316,14188.5,59921,10055,0,102505,6547,4345.5,32552.5,2296,9709.5,650435,25856.5,6751,7032.5,3797.5,10699,20165.5,6783.5,61924,6110,65634,2147,74360,4220,12913.5,6198,10008.5,8641.5,17032.5,6202.5,19091.5,6963.5,27341,570.5,15275,30149.5,15887,14254,42508,4615,38133.5,2448,12302,7117,4886,13442.5,197902,9527,10682,5306.5,59911,10760,6356.5,5486.5,15197,3301.5,8676,12686,35206.5,2962,80437,81385.5,94270,2245,46434.5,1914,4330,5115.5,0,259,65660.5,8505.5,4546,93244.5,16974.5,17471,22837.5,5923,5622.5,18901,5601.5,12897.5,6464.5,11195.5,150125,105150.5,16752.5,4904,2431,3805.5,45110.5,0,32566.5,5942,284591,0
OB_S426_A10000000_D1_R300_Taxator-tk,64273,11900,15439.5,104,247.5,0,293,80.5,262.5,67.5,1120620,758,4986.5,59390.5,5535,69,38221,175,229.5,1289,315,212.5,282,0,231.5,502,57785.5,5052.5,0,96313,83,53.5,1364,121,7718,628392,746,296.5,220.5,355,7973.5,12185,110.5,59108,144,65132.5,100.5,69211.5,208,545,312,3717,7628,15015,192.5,14791.5,122.5,23763,0,13207,26832,14546.5,10699,39150,341.5,36276,72,529,145,264.5,292.5,39409,1968.5,4329,148,52372.5,281,102.5,501,13312,160.5,899.5,968,0,2163,75053,39138,78526.5,104,9857.5,66,134.5,167,0,5.5,61366.5,3324.5,101,82383,10510.5,11035,573.5,265,131,14925.5,345,8819.5,99,8230.5,142454,100830,14593.5,145.5,221.5,220.5,13191.5,0,23387,215.5,84223,0
OB_S426_A10000000_D1_R75_Centrifuge,52911.5,14434.5,14012,2549.5,5209.5,0,3688,1087,3339.5,3245,3883976,13043,3982.5,33468.5,7576.5,2110.5,42222.5,1509,2570,11922.5,3113.5,3307.5,2110.5,0,2150,7100,56748.5,7809.5,0,66475.5,3258.5,0,16692.5,1097.5,8694,585140,12796.5,3500.5,3608.5,1994.5,5443,12791.5,3381.5,53133,3292.5,36495.5,1111.5,84160.5,2153.5,13110.5,3303.5,8472.5,4940,21537.5,3129,18701.5,3717,20003,0,17048.5,25772.5,21831,9921.5,51031.5,2347.5,41745.5,1206.5,5992,3460.5,4986,6764.5,104842,9149.5,10740.5,3261,59665,5376.5,3110.5,2773,11560,1660.5,4455,6502,31561,2158.5,98048.5,40838.5,61841,0,28751,1000.5,2239.5,2541.5,0,151.5,43297.5,7555.5,2485,47917,18628,16405.5,30264,0,2839.5,16442.5,3620.5,9156,3581.5,7066.5,118420,91011.5,11060,2549,1317,1960.5,28690.5,0,16342.5,3017.5,144618,0
OB_S426_A10000000_D1_R75_Kraken,85764,12889,17155,4958,10285,0,7123,2171,6661,6483,7008049,25963,4275,64267,9269,4192,15323,1533,5125,23845,6213,6601,4210,0,4296,14183,59926,10026,0,101823,6517,0,32787,2195,9727,200473,25587,6950,7046,4013,10743,19918,6646,61250,6175,65639,2208,39574,4306,13062,6232,10065,8820,11904,6048,18939,7089,26846,0,3736,30310,15817,14360,40563,4662,38537,2411,11981,6910,4994,13516,197870,0,10266,5031,14708,10659,6221,5545,14897,3304,8660,12881,9479,3005,79345,80887,93448,0,46034,1963,4470,5077,0,301,11309,8404,4619,92316,5434,8283,17117,0,5498,18761,5547,12793,6355,11471,148082,20446,16798,4895,2448,3914,3273,0,32375,5987,5053,0
OB_S426_A10000000_D1_R75_MetaPhlan2,23390,7243,50213,42311,0,0,76088,0,0,86178,4383816,122299,2826,69840,55695,28119,38908,4709,1549,0,58798,65641,30373,0,30248,0,33495,41324,0,75705,0,0,110765,11441,22165,76127,119651,0,0,0,37347,0,0,66909,57273,71342,0,54661,0,68464,62450,176712,0,19823,52363,58306,79146,61129,115566,13555,53518,19085,68174,0,36712,14694,0,0,0,18206,0,115470,93023,196076,302977,54530,17037,0,47827,41314,22690,0,42057,34587,5841,37803,27022,65256,0,5755,8962,34035,41247,0,0,25317,33042,28356,0,55237,87107,0,0,58735,0,923378,65663,121591,46068,55693,75170,43474,48175,0,26821,88800,0,0,32492,104532,0
OB_S426_A10000000_D1_R75_PathoScope2,86489.5,12891,17252,4876.5,10291,5839,7107.5,2171,6621,6480,6964768.5,25865.5,5166.5,66779,10221.5,4177.5,43274.5,1520.5,5121.5,23843,6203.5,6609,4208.5,25827,4295,14165.5,59941.5,10057,0,101284,6514,4284,32788,2194,9705.5,650914.5,25580,6871,7086.5,3759.5,10786,19899.5,6606.5,61566.5,6073,65643,2208,73891.5,4304,13258,6251.5,10039,8786,17138.5,5944,19190.5,6984,27351,566,15262.5,30275.5,15719,14306,42073.5,4658.5,38280.5,2410.5,11983,6883,4987.5,13506.5,197691,9360,10556.5,4503.5,61304.5,10653.5,6221,5539.5,14986.5,3294.5,8723.5,12901,35234,2954.5,80156,80935.5,93793.5,2394,46033.5,1961.5,4464.5,5074.5,0,300.5,65550.5,8304.5,4540.5,93034,17193,16956.5,23996,5924.5,5462,17132,5297.5,12735,6144,11512.5,152528,104839.5,16769.5,4819,2420,3910,44778.5,0,32407.5,5979.5,287273,0
OB_S426_A10000000_D1_R75_Taxator-tk,34758,8776,9229,44,81.5,0,127,42,114.5,16,420182,369,4262.5,40970,2264.5,25,28467.5,108,73,663.5,133.5,69,138.5,0,141.5,207,48468,2314.5,0,78880.5,29.5,11.5,634.5,40.5,4211,575531,293,141,110,161,4161,6285.5,24,51198.5,45.5,61267,43.5,52770.5,95,201,117,1654.5,4863.5,9002.5,57.5,7741.5,60,18059,0,7623,22658.5,10735.5,6032,27151.5,194.5,29004,30.5,195,51,91,112.5,11889.5,807,1242,84.5,26517.5,84,39,272,8190.5,68.5,466,436.5,0,1024.5,60466,17177,53580,45,4097.5,21.5,53,53.5,0,2.5,41378,1623.5,48.5,62857,5076.5,5929,122,129.5,66,7036,171,3760.5,57,4823,102098,76143,10679,74.5,139.5,99,4354.5,0,15169,99,29448.5,0
OB_S426_A10000000_D1_Rall,52411,14071,32943,8971,18263,8348,15536,2634,13543,17033,5092498,24608,5290,142227,17129,6651,75029,1576,6545,18960,12663,13883,6774,87126,6397,10910,100454,17638,24212,73382,16765,7125,19998,2585,13721,543626,24516,14668,16294,6529,19980,49655,16369,133803,12469,166857,2445,57880,6355,26729,12579,17628,14407,19256,12708,37327,15296,59115,5166,20054,60616,22087,32007,71985,7778,53175,3022,7051,15546,6264,10295,186715,37159,20861,10114,111359,20543,12700,10424,26456,4573,30631,33364,57676,3166,49808,50338,83909,2725,85127,2145,7179,9217,18597,266,94234,14052,7590,82393,32938,36780,42432,11553,10362,41775,11206,25976,13966,21684,294381,232472,31987,8560,2939,5565,162872,1000000,51114,11719,255834,0
OB_S426_A10000000_D10_R1000_Centrifuge,123282,195792,26172,4325.5,12265.5,0,5728,8490.5,5745.5,4310.5,916139,20959,92560.5,70149.5,23548.5,10568,188580,60826,9673.5,50655.5,9036,5800,25699,0,11093.5,15242,237443,8211.5,0,42920,5917,0,29573,10075.5,50261,1331536,4990,14013.5,5729,3775.5,9097.5,16182,8119.5,70750.5,5794,83382.5,18941.5,179026,8070.5,19354.5,1691,18773.5,19222,121450,9512.5,16843.5,5684,32368,0,123269,51609,99140.5,7034.5,104366,7249.5,290166,14012.5,16551,18132.5,76957.5,24600.5,124153,15813,17804,11665,160678,36770,9318.5,2744,14809.5,5119,10713.5,6514.5,183915,31007,245158,155296,81078,0,79357,8487,4872,10170.5,0,14346.5,262096,19428.5,4691,77325.5,55694.5,42574,46393,0,21364,24109,8456.5,27725,3683.5,15814,510142,217579,38392.5,9077,15981,7838.5,90028.5,0,73110,4564,306860,0
OB_S426_A10000000_D10_R1000_Kraken,230554,230240,42432,8599,24451,0,11389,16981,11488,8615,1131142,41816,167204,138781,38956,21138,104145,62921,19343,101314,18058,11601,51387,0,22187,30479,244317,11991,0,81921,11834,0,58449,20151,81367,596992,9981,27997,11403,8449,18143,28380,16122,113039,11383,166255,37860,223860,16141,19642,3270,25692,37729,87448,18945,25769,11268,54223,0,56157,75831,90219,11673,133640,14472,263245,28023,33103,36269,78110,49204,204161,0,25279,23010,80269,72947,18640,5486,27135,10237,21119,12895,57487,57466,344337,310100,152188,0,123269,16908,9742,20342,0,28698,100212,24206,9259,151198,28565,44796,30190,0,42590,42582,15582,50212,6959,29045,474819,98981,70117,18084,31680,15671,20035,0,145896,9086,31323,0
OB_S426_A10000000_D10_R1000_MetaPhlan2,29594,99608,77940,46777,0,0,81878,0,0,80711,191913,128193,90385,103068,135613,100644,132289,112973,2857,0,114124,74197,273616,0,110023,0,93835,32715,0,23049,0,0,122109,79546,127803,85320,28143,0,0,0,42782,0,0,80567,66210,117870,0,103465,0,63734,17927,303964,0,70467,96703,50300,77130,78046,396157,76614,83345,72212,33325,0,73636,61234,0,0,0,170960,0,81321,120980,206965,433780,99988,61462,0,32539,51441,47472,0,29017,114226,95779,111087,41629,57554,0,27167,57740,49475,123620,0,0,85842,58951,32472,0,137028,135140,0,0,275438,0,1611965,169451,42942,71498,109663,107297,110094,107588,0,76240,121390,0,0,26768,142629,0
OB_S426_A10000000_D10_R1000_PathoScope2,233941.5,230755.5,42024.5,8177.5,24505,39464,11384,16978,11418,8602,1005767.5,41579,176542.5,138853,42926,21054.5,196849,63001,19252.5,101315,18102,11520,51379,49363,22187,30355,244251,12111,0,80999,11830,20114,59387,20151,81465.5,1152315,9967,27429,11193,7553,18169,28433,15819.5,110927.5,14870.5,166302.5,37860,267703.5,16119,18753.5,6246.5,26015.5,37706.5,93559,17043.5,26865,10715.5,54684.5,351,124987,75952.5,90538,11525,135767,14447,263050,28023,33093,35933,78088,49046,203849,17288,6620,7480.5,218089.5,72891,18641,5478,27470,10424,21123,12773,162957,57235.5,346652.5,310578,151959,12970,123118.5,16896,9690,20286,0,28637,323716.5,24046.5,8874,151051.5,67233,80744,23774,5736.5,47957,32898.5,8064,49916.5,5921.5,28482,490467,219911.5,68885,16380,31404,15634,89529,0,146043.5,9084,573696,0
OB_S426_A10000000_D10_R1000_Taxator-tk,187760,213175,39579,258,865,0,624,821,656,116,516680,1744,169871,127543,27134,556,183173,7658,1238,7731,1151,576,5665,0,1731,1408,239105,7274,0,77087,214,302,3104,1647,70096,1125390,411,1811,521,1056.5,15074,20905,443,109158,347,165307,2236,250888,1053,1176,208,12862.5,34651,85493,734,22560,284,49037,0,117590,68007,84560,9723,128985,1494,254239,866,2086,1163,6099.5,1482,64205.5,4859.5,14588,881,171534,3400,557,663,25168,670,2794,1177,0,48338,330399,168960,126506,987,58927,1014,495,992,0,1005,313092,11778,290,137529,46933,43428,1595,415,1178,35407,960,41243,143,23299,460935,218890,61906,748,3612,1360,39600.5,0,109712,460,258221,0
OB_S426_A10000000_D10_R150_Centrifuge,129577,209548,29377.5,4333.5,12297,0,5769,8562,5640.5,4314.5,727144,21019,98398,69701,25853,10602,196554,60513.5,9742.5,50915.5,8983.5,5862,25903.5,0,10964.5,15291.5,240562,8587,0,45775.5,5866,0,29670,10020.5,56756,1265989,5076,14025,5792.5,4174.5,9228,17001.5,8271,80566,5966,83990.5,18733.5,225244,7963,19625,1718.5,20199,19526,128513,9511,20412,5701.5,34913.5,0,139485,53801.5,110882,7631.5,129279,7205.5,286747,14050.5,16573,18084,77471.5,24613.5,113182,16881,20475.5,11899,171660,37008.5,9344,2732,16746,5045.5,10775.5,6528.5,165777,33306.5,316064,155770,85653.5,0,79899.5,8555.5,4939,10180.5,0,14405,234072,20885.5,4746.5,77805.5,60823,44841.5,47950.5,0,21493,27743.5,8954.5,30710,3981.5,16355.5,439560,217403,40123,9204,15876.5,7846,66581.5,0,73556,4535.5,295340,0
OB_S426_A10000000_D10_R150_Kraken,230360,230763,42691,8578,24492,0,11520,17122,11260,8623,1054912,41980,156360,137761,37983,21198,85149,62378,19473,101831,17948,11720,51803,0,21929,30565,242649,11760,0,82953,11732,0,58509,20041,80343,488623,10152,27995,11563,8533,18338,28144,16396,113144,11556,166081,37455,192227,15926,19784,3217,25833,37486,80970,18829,25870,11143,53458,0,42230,75760,90644,11990,131619,14387,263286,28100,33145,36168,78060,49227,204627,0,25133,22703,62616,73459,18688,5464,27079,10083,21193,12925,44098,56637,344529,310376,151974,0,124056,17034,9870,20356,0,28810,83947,24140,9174,151433,23458,42201,29297,0,42674,42308,15345,50085,6890,28725,472312,68118,70290,18181,31422,15686,12573,0,146605,9050,17673,0
