OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Trichomonas.vaginalis,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis,Pseudomonas.protegens
OB_S10_A100000_D1_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,82812,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,2609,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,11428,0,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,12415,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,2278,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,10096,0,0,0,0,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Centrifuge,0,0,0,0,0,0,0,0,0,0,44902,0,0,0,0,0,1067.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.5,0,0,0,0,0,0,0,0,0,508.5,0,0,0,0,0,0,0,0,0,0,0,2839,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.5,0,0,5766,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Kraken,0,0,0,0,0,0,0,0,0,0,81659,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,901,0,4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952.4,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_PathoScope2,0,0,0,0,0,0,0,0,0,0,81267,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.5,0,0,0,0,0,0,0,0,0,614.5,0,0,0,0,0,0,0,0,0,0,0,2622,0,4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,11396,0,0,0,0,0,0,0,0,0,0,0,0,3073.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Taxator-tk,0,0,0,0,0,0,0,0,0,0,4592,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,1182,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,6981,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_Rall,0,0,0,0,0,0,0,0,0,0,59092,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,4800,0,8914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,10234,0,0,0,0,0,0,0,0,0,0,0,0,5651,0,0,0,0,10000,0,0,0,0
OB_S10_A100000_D10_R1000_Centrifuge,0,0,0,0,0,0,0,0,0,0,33654,0,0,0,0,0,12236.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660,0,1000.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835.5,0,0,3506.5,0,0,0,0,0,0,0,0,0,0,0,0,3301,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_Kraken,0,0,0,0,0,0,0,0,0,0,50401,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5323,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5583,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,15762.8,0,0,0,0,0,8468.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3891.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10190.7,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_PathoScope2,0,0,0,0,0,0,0,0,0,0,49146.5,0,0,0,0,0,12287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8887.5,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029.5,0,0,7012.5,0,0,0,0,0,0,0,0,0,0,0,0,5585,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_Taxator-tk,0,0,0,0,0,0,0,0,0,0,12238.5,0,0,0,0,0,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8222,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949,0,0,6416,0,0,0,0,0,0,0,0,0,0,0,0,5103,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_Centrifuge,0,0,0,0,0,0,0,0,0,0,29069,0,0,0,0,0,12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9140,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9954,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961.5,0,0,3484,0,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_Kraken,0,0,0,0,0,0,0,0,0,0,49768,0,0,0,0,0,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233,0,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5661,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,15771.5,0,0,0,0,0,6150.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8518.37,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_PathoScope2,0,0,0,0,0,0,0,0,0,0,48719,0,0,0,0,0,11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8930,0,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042,0,0,6953,0,0,0,0,0,0,0,0,0,0,0,0,5668,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_Taxator-tk,0,0,0,0,0,0,0,0,0,0,6016.5,0,0,0,0,0,9793.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361.5,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492.5,0,0,5571,0,0,0,0,0,0,0,0,0,0,0,0,4597.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R300_Centrifuge,0,0,0,0,0,0,0,0,0,0,31149.5,0,0,0,0,0,11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9693,0,1027.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915.5,0,0,3524.5,0,0,0,0,0,0,0,0,0,0,0,0,3359,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R300_Kraken,0,0,0,0,0,0,0,0,0,0,50351,0,0,0,0,0,5934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5692,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R300_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,16769.2,0,0,0,0,0,7686.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4213.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10368.2,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,48999,0,0,0,0,0,12038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5720.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,0,0,7042,0,0,0,0,0,0,0,0,0,0,0,0,5692,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,8668,0,0,0,0,0,10762.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4890.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7823.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900.5,0,0,6180,0,0,0,0,0,0,0,0,0,0,0,0,5066.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R75_Centrifuge,0,0,0,0,0,0,0,0,0,0,27073.5,0,0,0,0,0,12252.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8345.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,9862.5,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2817,0,0,3568.5,0,0,0,0,0,0,0,0,0,0,0,0,3855,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R75_Kraken,0,0,0,0,0,0,0,0,0,0,48049,0,0,0,0,0,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R75_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,17089,0,0,0,0,0,6483.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4060.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3980.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8765.18,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R75_PathoScope2,0,0,0,0,0,0,0,0,0,0,47577,0,0,0,0,0,12011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8903,0,1969.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014,0,0,7028.5,0,0,0,0,0,0,0,0,0,0,0,0,5749.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R75_Taxator-tk,0,0,0,0,0,0,0,0,0,0,3503,0,0,0,0,0,8023.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3948,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.5,0,0,4298,0,0,0,0,0,0,0,0,0,0,0,0,3703.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_Rall,0,0,0,0,0,0,0,0,0,0,28060,0,0,0,0,0,17531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13469,0,3463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790,0,0,5283,0,0,0,0,0,0,0,0,0,0,0,0,8873,0,0,0,0,10000,0,0,0,0
OB_S10_A100000_D100_R1000_Centrifuge,0,0,0,0,0,0,0,0,0,0,17597.5,0,0,0,0,0,7721.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15272.5,0,0,0,0,0,0,0,0,0,4282.5,0,0,0,0,0,0,0,0,0,0,0,8132,0,3443.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8578,0,0,7469.5,0,0,0,0,0,0,0,0,0,0,0,0,4325.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R1000_Kraken,0,0,0,0,0,0,0,0,0,0,25045,0,0,0,0,0,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9166,0,0,0,0,0,0,0,0,0,7938,0,0,0,0,0,0,0,0,0,0,0,4521,0,6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7343,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,5258.92,0,0,0,0,0,4692.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7458.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13063.4,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R1000_PathoScope2,0,0,0,0,0,0,0,0,0,0,23780.5,0,0,0,0,0,7943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,0,0,0,0,0,0,0,0,0,8002.5,0,0,0,0,0,0,0,0,0,0,0,7482,0,6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9105.5,0,0,14916,0,0,0,0,0,0,0,0,0,0,0,0,7364.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R1000_Taxator-tk,0,0,0,0,0,0,0,0,0,0,7503.5,0,0,0,0,0,7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9025,0,0,0,0,0,0,0,0,0,7444,0,0,0,0,0,0,0,0,0,0,0,6934,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8859,0,0,13568,0,0,0,0,0,0,0,0,0,0,0,0,6740,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R150_Centrifuge,0,0,0,0,0,0,0,0,0,0,14869.5,0,0,0,0,0,8190.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15754,0,0,0,0,0,0,0,0,0,4793,0,0,0,0,0,0,0,0,0,0,0,8265,0,3353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8844,0,0,7621,0,0,0,0,0,0,0,0,0,0,0,0,4457.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R150_Kraken,0,0,0,0,0,0,0,0,0,0,24394,0,0,0,0,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8560,0,0,0,0,0,0,0,0,0,7895,0,0,0,0,0,0,0,0,0,0,0,3628,0,6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7128,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,5788,0,0,0,0,0,3393.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6705.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2713.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9795.78,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R150_PathoScope2,0,0,0,0,0,0,0,0,0,0,23346,0,0,0,0,0,7865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10031,0,0,0,0,0,0,0,0,0,8018.5,0,0,0,0,0,0,0,0,0,0,0,7475,0,6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9073.5,0,0,15180,0,0,0,0,0,0,0,0,0,0,0,0,7145.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R150_Taxator-tk,0,0,0,0,0,0,0,0,0,0,4370.5,0,0,0,0,0,6465.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7190,0,0,0,0,0,0,0,0,0,6693,0,0,0,0,0,0,0,0,0,0,0,5328,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7482.5,0,0,12119.5,0,0,0,0,0,0,0,0,0,0,0,0,5804.5,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R300_Centrifuge,0,0,0,0,0,0,0,0,0,0,16333,0,0,0,0,0,7881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15643,0,0,0,0,0,0,0,0,0,4314,0,0,0,0,0,0,0,0,0,0,0,7893.5,0,3382.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8642,0,0,7506.5,0,0,0,0,0,0,0,0,0,0,0,0,4278,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R300_Kraken,0,0,0,0,0,0,0,0,0,0,25366,0,0,0,0,0,3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9225,0,0,0,0,0,0,0,0,0,7986,0,0,0,0,0,0,0,0,0,0,0,4386,0,6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7177,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R300_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,5833.03,0,0,0,0,0,4061.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7084.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11347.4,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,24037.5,0,0,0,0,0,7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10038,0,0,0,0,0,0,0,0,0,8073,0,0,0,0,0,0,0,0,0,0,0,7339,0,6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9122,0,0,14996,0,0,0,0,0,0,0,0,0,0,0,0,7179,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D100_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,6063,0,0,0,0,0,7036.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8518.5,0,0,0,0,0,0,0,0,0,7335,0,0,0,0,0,0,0,0,0,0,0,6415,0,120.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530,0,0,13181.5,0,0,0,0,0,0,0,0,0,0,0,0,6315,0,0,0,0,0,0,0,0,0
